TICKERS,Name,Price,Market_Cap,Beta,Sector,Industry,P/E_Ratio,FWD_P/E_Ratio,PEG_Ratio,P/B_Ratio,P/S_Ratio_TTM,EV/EBITDA,Dividend_Yield,Payout_Ratio,Profit_Margin,Operating_Margin,EBITDA_Margin
SPG,"Simon Property Group, Inc.",174.695,65513380913.54297,1.768,Real Estate,REIT—Retail,22.246506,27.352896,2.85,19.5969,11.210633,19.213,0.0471,0.98480004,0.44015,0.51712,0.73143995
SPGI,S&P Global Inc.,512.3,160719233886.71875,1.176,Financial Services,Financial Data & Stock Exchanges,48.89401,31.174652,2.55,4.6088963,12.1010475,27.96,0.0069999998,0.3435,0.25030002,0.41955003,0.47914
SPH,"Suburban Propane Partners, L.P.",18.2732,1171875109.6595764,0.408,Utilities,Utilities—Regulated Gas,12.203334,8.513953,3.12,1.929733,0.87405896,9.738,0.0705,0.8667,0.07279,0.02728,0.19272
SPHR,Sphere Entertainment Co.,45.91,1620906989.395523,1.411,Communication Services,Entertainment,,-7.4739413,0.25,0.67073613,1.5801853,24.707,,,-0.19540001,-0.02604,0.100930005
SPIR,"Spire Global, Inc.",8.93,218858400.0,1.978,Industrials,Specialty Business Services,,-64.57143,,2.5883696,2.0366156,-13.042,,,-0.6672,-0.54897,-0.20872
SPLP,Steel Partners Holdings L.P.,40.6,831294750.0,1.351,Industrials,Conglomerates,4.464286,,,0.79053277,0.39612234,3.352,,,0.11043,0.12165,0.11672
SPMC,"Sound Point Meridian Capital, Inc.",19.013,,,,,,7.258555,,,,,,,,,
SPNT,SiriusPoint Ltd.,13.62,2310554666.3913574,0.932,Financial Services,Insurance—Reinsurance,7.335135,7.538889,,0.9215993,0.83504945,5.114,,,0.13239999,0.19951999,0.15404001
SPOT,Spotify Technology S.A.,386.225,77533973938.47656,1.579,Communication Services,Internet Content & Information,154.75606,42.574917,0.55,18.067802,5.3664207,98.421,,,0.0322,0.06987,0.05169
SPPP,Sprott Physical Platinum and Palladium Trust,,150227751.83143616,,,,,,,,,,,,,,
SPR,"Spirit AeroSystems Holdings, Inc.",32.85,3833299275.4364014,1.852,Industrials,Aerospace & Defense,,30.128439,-0.59,,0.5944518,-14.739,,,-0.18004999,-0.21912001,-0.08218
SPRU,Spruce Power Holding Corporation,2.5105,46949715.46907425,1.2,Technology,Solar,,-3.2844157,,0.23173775,0.58575094,91.551,,,-0.75933,-0.19389999,0.07419
SPXC,"SPX Technologies, Inc.",159.2,7436860899.743652,1.215,Industrials,Building Products & Equipment,46.26734,25.873991,1.61,5.772878,3.9197142,22.144,,,0.05534,0.17834,0.19527
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,16.89,303380323.5626221,0.958,Financial Services,Asset Management,6.686508,,,1.0344405,64.58114,,0.0696,0.4667,10.18099,0.49244,
SQ,"Block, Inc.",72.96,44911300287.600586,2.492,Technology,Software—Infrastructure,67.388885,15.888646,0.33,2.325611,1.910071,45.957,,,0.028970001,0.05242,0.041079998
SQM,Sociedad Química y Minera de Chile S.A.,40.66,11084891009.390625,1.035,Basic Materials,Specialty Chemicals,442.77774,9.9525,5.07,2.3056004,2.0469348,6.924,0.053400002,22.528502,0.00481,0.2386,0.35721
SQNS,Sequans Communications S.A.,2.3594,58480202.085113525,0.252,Technology,Semiconductors,,-3.8187096,-5.63,,2.086559,-24.221,,,-1.39889,-0.38326,-0.94918996
SQSP,"Squarespace, Inc.",46.57,6470017042.56,0.623,Technology,Software—Infrastructure,,70.5606,15.4,,5.8515334,59.095,,,-0.00449,0.070989996,0.103369996
SR,Spire Inc.,66.495,3854845875.0,0.533,Utilities,Utilities—Regulated Gas,16.268291,14.625001,2.39,1.2456334,1.4683268,11.49,0.0456,0.72800004,0.09415,0.07897,0.28552
SRE,Sempra,85.04,53697109357.27344,0.759,Utilities,Utilities—Diversified,18.160257,16.50681,3.02,1.8808527,3.994984,18.555,0.0292,0.51919997,0.22381,0.17934,0.374
SRFM,Surf Air Mobility Inc.,2.122,25010392.748773098,,Industrials,Airlines,,-0.32952943,,,0.24795245,-0.412,,,-2.23226,-0.78036004,-1.46668
SRG,Seritage Growth Properties,4.29,244772734.10525322,2.578,Real Estate,Real Estate Services,,1.9908257,,0.553852,4.0892935,-331.508,,,-1.9893299,-2.6942499,-0.02256
SRI,"Stoneridge, Inc.",9.4452,265152363.88835907,1.313,Consumer Cyclical,Auto Parts,136.2857,15.639344,174.11,0.97687036,0.277101,7.828,,,0.0019699999,0.02259,0.056760002
SRL,Scully Royalty Ltd.,8.12,120801739.34574127,1.31,Financial Services,Capital Markets,135.83333,,,0.37462652,2.1905408,7.97,0.1433,2.5692,0.025320001,0.07676,0.18646
SRV,NXG Cushing Midstream Energy Fund,46.72,139620435.67436218,,Financial Services,Asset Management,3.8105264,,,,,,0.1402,,,,
SSB,SouthState Corporation,97.13,7419566580.09082,0.661,Financial Services,Banks—Regional,15.604168,12.948138,1.28,1.3129365,4.536233,,0.0224,0.33330002,0.29352,0.46033,
SSD,"Simpson Manufacturing Co., Inc.",177.305,7431386894.372559,,Basic Materials,Lumber & Wood Production,22.723648,19.33516,4.65,3.9834402,3.3687623,15.823,0.006,0.1401,0.14508,0.21490999,0.22933
SSL,Sasol Limited,6.2586,3989240942.102051,2.132,Basic Materials,Specialty Chemicals,,2.1177473,-2.91,0.027570914,0.014453815,1.661,0.097799994,1.7145,-0.16092,0.18169,0.21038
SST,"System1, Inc.",1.05,91002808.82203674,1.338,Industrials,Specialty Business Services,,-1.4642254,0.04,0.65797466,0.25966877,-8.058,,,-0.53937,-0.30752,-0.10344
SSTK,"Shutterstock, Inc.",29.7,1039527118.5110092,1.097,Communication Services,Internet Content & Information,22.41603,5.895582,0.52,1.9955157,1.186434,7.511,0.040700004,0.8702,0.0533,0.09391,0.15444
ST,Sensata Technologies Holding plc,34.935,5192955430.343628,1.252,Technology,Scientific & Technical Instruments,573.00006,9.050132,1.02,1.7208021,1.301607,9.724,0.0135,8.0,-0.010650001,0.14081,0.2093
STAG,"STAG Industrial, Inc.",37.78,6922133735.046387,1.088,Real Estate,REIT—Industrial,36.33654,41.905556,6.33,2.053907,9.483493,17.773,0.0392,1.4183,0.25433,0.34037998,0.73605
STC,Stewart Information Services Corporation,67.93,1884116328.553009,1.22,Financial Services,Insurance—Property & Casualty,43.557693,11.8098955,4.21,1.3807472,0.8032101,13.993,0.0295,1.2179,0.0185,0.056149997,0.06992
STE,STERIS plc,221.765,21945175020.73828,0.838,Healthcare,Medical Devices,39.392036,22.10576,2.46,3.4623277,4.1899905,18.157,0.010199999,0.36810002,0.07643,0.16871001,0.25702
STEL,"Stellar Bancorp, Inc.",26.07,1395087841.0491943,0.83,Financial Services,Banks—Regional,12.225352,13.520833,,0.88806784,3.2062383,,0.0202,0.2441,0.26288,0.42349,
STEM,"Stem, Inc.",0.5509,87167538.17129135,1.684,Utilities,Utilities—Renewable,,-0.95839286,,,0.24675834,-3.673,,,-2.13329,-0.95868,-0.45049
STEW,"SRH Total Return Fund, Inc.",15.9725,1553393982.554245,0.93,Financial Services,Asset Management,3.9674191,,,0.848377,43.8545,,0.0342,0.1303,11.107349,0.45578,
STG,Sunlands Technology Group,6.75,90091667.7731514,1.096,Consumer Defensive,Education & Training Services,1.3050607,-15.35,,0.18256216,0.044327628,-1.484,,,0.23145,0.15576,0.21391001
STK,Columbia Seligman Premium Technology Growth Fund,33.26,547023471.1578369,,Financial Services,Asset Management,4.7335243,,,,,,0.070300005,0.3407,,,
STLA,Stellantis N.V.,13.12,38050746033.90576,1.293,Consumer Cyclical,Auto Manufacturers,2.7494714,3.8590505,-0.64,0.46846882,0.21662639,1.503,0.1288,0.3563,0.07547,0.09304,0.12376001
STM,STMicroelectronics N.V.,27.685,25169910923.770508,1.264,Technology,Semiconductors,7.267105,12.428108,-1.39,1.4645017,1.6360112,4.368,0.013099999,0.071100004,0.18202,0.115100004,0.32596
STN,Stantec Inc.,82.48,9499097651.33667,0.825,Industrials,Engineering & Construction,37.636364,23.184874,5.24,3.183957,1.7399133,15.946,0.0072000003,0.26639998,0.06313,0.11196999,0.1361
STNG,Scorpio Tankers Inc.,65.08,3335238456.945801,0.14,Energy,Oil & Gas Midstream,5.136044,5.567345,1.74,1.1181147,2.3619661,4.484,0.024,0.1095,0.47358,0.55278,0.65041
STR,Sitio Royalties Corp.,22.915,3507777000.0,1.356,Energy,Oil & Gas E&P,,55.439022,-1.37,1.2086568,5.6502767,9.328,0.053000003,8.8235,-0.02567,0.33561,0.81824994
STT,State Street Corporation,89.92,26456597439.21997,1.495,Financial Services,Asset Management,14.116772,9.687097,1.09,1.1636472,2.105032,,0.0337,0.4436,0.16847,0.30343,
STVN,Stevanato Group S.p.A.,18.12,4911390144.0,0.575,Healthcare,Medical Instruments & Supplies,36.02,29.590162,7.6,3.6832886,4.578399,21.672,0.0032,0.115200005,0.11269,0.12597999,0.22081
STWD,"Starwood Property Trust, Inc.",19.875,6866408745.35321,1.736,Real Estate,REIT—Mortgage,18.027363,10.012627,2.03,1.0096252,14.907592,,0.096999995,1.7455001,0.7593,-0.010369999,
STZ,"Constellation Brands, Inc.",240.5203,43406557173.168945,0.876,Consumer Defensive,Beverages—Brewers,76.559105,15.814924,1.64,5.5289736,4.2838874,14.357,0.016900001,1.2141,0.05687,0.37085998,0.38145
SU,Suncor Energy Inc.,39.1403,49441766594.23828,1.471,Energy,Oil & Gas Integrated,9.239905,12.469551,1.2,1.115969,0.9808986,3.816,0.0417,0.3703,0.14867,0.18357,0.32386002
SUI,"Sun Communities, Inc.",135.16,17801071800.03357,0.924,Real Estate,REIT—Residential,260.64426,61.690907,42.99,2.4608893,5.4419713,19.605,0.028099999,7.1923,0.0199,0.19409001,0.39238998
SUM,"Summit Materials, Inc.",41.17,7144594098.869324,1.172,Basic Materials,Building Materials,18.738531,18.921389,1.7,1.6541376,2.141415,13.114,,,0.080579996,0.16094999,0.21777001
SUN,Sunoco LP,51.825,7031096703.75824,1.295,Energy,Oil & Gas Refining & Marketing,6.6564493,8.554187,0.35,1.636829,0.2982473,14.455,0.0685,0.4344,0.03762,0.03272,0.04282
SUP,"Superior Industries International, Inc.",2.865,84999733.25819969,3.483,Consumer Cyclical,Auto Parts,,3.9619176,-0.6,,0.06532083,8.054,,,-0.10467,0.03212,0.07727
SUPV,Grupo Supervielle S.A.,7.96,846887988.3384705,1.625,Financial Services,Banks—Regional,7.105575,6.9739137,-0.17,0.0054132584,0.0015795665,,0.0211,0.1371,0.18434,0.17726,
SUZ,Suzano S.A.,10.17,12497734801.833252,0.474,Basic Materials,Paper & Paper Products,252.625,7.6127815,1.31,0.31961527,0.31171554,4.592,0.0583,5.3903003,0.00545,0.40083998,0.46604002
SVV,"Savers Value Village, Inc.",9.58,1566873672.0,,Consumer Cyclical,Specialty Retail,42.326084,16.3,,3.7586737,1.0238161,15.705,,,0.02473,0.08332,0.11432999
SW,Smurfit Westrock Plc,44.51,23032019400.0,1.046,Consumer Cyclical,Packaging & Containers,,11.23038,,,1.9797114,6.413,0.0437,1.3097999,0.05139,,0.15313
SWI,SolarWinds Corporation,12.81,2166715625.8576355,0.956,Technology,Software—Infrastructure,106.5,11.957943,1.37,1.6588815,2.797228,13.08,,,0.029590001,0.27597,0.32409
SWK,"Stanley Black & Decker, Inc.",105.065,15951692912.849121,1.239,Industrials,Tools & Accessories,,18.003471,1.59,1.8319803,1.0338489,15.42,0.031,3.0,-0.0187,0.07243,0.09594
SWX,"Southwest Gas Holdings, Inc.",73.08,5237091049.581543,0.37,Utilities,Utilities—Regulated Gas,28.954544,19.906248,6.08,1.504404,0.9894559,11.313,0.0337,0.9802,0.03437,0.07389,0.16792999
SXC,"SunCoke Energy, Inc.",8.505,710579952.7606659,1.023,Basic Materials,Coking Coal,11.425675,12.246377,1.19,1.116319,0.35569492,4.473,0.056700002,0.5405,0.03115,0.07369,0.12898
SXI,Standex International Corporation,174.39,2084561980.265808,1.027,Industrials,Specialty Industrial Machinery,28.21486,19.8918,1.68,3.3051984,2.880367,15.581,0.0068,0.1909,0.1014,0.13321,0.19487
SXT,Sensient Technologies Corporation,76.9,3226841084.6588135,0.743,Basic Materials,Specialty Chemicals,36.896137,22.202034,6.86,3.043799,2.160335,16.272,0.021300001,0.79230005,0.05834,0.12696,0.15951
SYF,Synchrony Financial,55.525,21649843291.481323,1.61,Financial Services,Credit Services,7.216883,8.8896,0.51,1.4652286,2.4038188,,0.0179,0.1299,0.35139,0.46368998,
SYK,Stryker Corporation,366.205,139275298110.45508,0.918,Healthcare,Medical Devices,40.88616,27.148148,2.65,7.0587554,6.534788,27.607,0.0087,0.35119998,0.1612,0.21191,0.25527
SYY,Sysco Corporation,74.71,36972786096.0,1.197,Consumer Defensive,Food Distribution,19.190231,14.983936,2.27,19.722368,0.4651696,11.231,0.0273,0.51669997,0.0248,0.051020004,0.05534
T,AT&T Inc.,21.445,154482821347.0459,0.737,Communication Services,Telecom Services,12.405171,9.502203,9.21,1.469667,1.2571698,7.548,0.0512,0.6379,0.10414,0.22945,0.34453
TAC,TransAlta Corporation,10.305,3056195424.4506836,0.932,Utilities,Utilities—Independent Power Producers,7.416522,33.01613,1.51,3.6189804,0.9688255,5.092,0.0173,0.12109999,0.19495001,0.28179002,0.49368998
TAK,Takeda Pharmaceutical Company Limited,14.125,45227309393.427734,0.498,Healthcare,Drug Manufacturers—Specialty & Generic,45.370968,26.092592,304892.0,0.0028339762,0.010295688,4.527,0.041300002,1.9555,0.033970002,0.15921,0.26610002
TAL,TAL Education Group,11.535,6886549451.638672,0.036,Consumer Defensive,Education & Training Services,143.8125,25.555555,0.13,1.8893632,4.2932925,538.245,,,0.032449998,-0.041840002,-0.001
TALO,Talos Energy Inc.,9.745,1741188403.1276703,1.935,Energy,Oil & Gas E&P,138.5,80.791664,,0.6412289,1.0092108,3.26,,,-0.00932,0.11145,0.57764
TAP,Molson Coors Beverage Company,55.73,11488754443.252563,0.817,Consumer Defensive,Beverages—Brewers,10.198166,9.51541,3.7,0.96084964,0.9656753,6.868,0.031600002,0.31190002,0.09791,0.18716,0.21434
TBBB,BBB Foods Inc.,33.37,3708242964.3974304,,Consumer Defensive,Discount Stores,,86.92105,,1.0441246,0.074749246,4.391,,,-0.00671,0.027579999,0.03556
TBI,"TrueBlue, Inc.",7.52,218036099.29327965,1.494,Industrials,Staffing & Employment Services,,122.16667,-1.35,0.6510555,0.12678355,264.339,,,-0.06176,-0.025190001,0.00055
TBN,Tamboran Resources Corporation,18.205,269692728.0,0.678,Energy,Oil & Gas E&P,,,,201.70212,,-13.359,,,,,
TCI,"Transcontinental Realty Investors, Inc.",27.96,241555379.2904663,0.592,Real Estate,Real Estate Services,40.521736,,,0.29090756,4.7793946,47.476,,,0.117469996,-0.08189,0.16445999
TCS,"The Container Store Group, Inc.",11.97,41488155.357055664,1.021,Consumer Cyclical,Specialty Retail,,-3.7659576,-0.12,0.27690414,0.05041891,26.275,,,-0.12909001,-0.07053,0.03034
TD,The Toronto-Dominion Bank,57.055,99135503558.77246,0.824,Financial Services,Banks—Diversified,18.11182,9.707482,3.96,0.9332824,1.906759,,0.052399997,0.9306,0.15716,0.05388,
TDC,Teradata Corporation,32.12,3089546547.373535,0.805,Technology,Software—Infrastructure,50.109375,13.012195,1.09,41.03846,1.7208107,11.796,,,0.03452,0.15367,0.16091
TDF,"Templeton Dragon Fund, Inc.",9.04,230964217.7212715,0.513,Financial Services,Asset Management,,,,0.9598262,37.676743,,0.0128999995,,,0.47493,
TDG,TransDigm Group Incorporated,1356.4,75685298858.12988,1.411,Industrials,Aerospace & Defense,49.94887,34.384125,2.02,,9.964974,25.531,,,0.21837999,0.46921003,0.49618998
TDOC,"Teladoc Health, Inc.",9.02,1538393671.2169647,0.91,Healthcare,Health Information Services,,-9.911112,0.06,1.0167464,0.59124523,30.606,,,-0.38536,-0.076570004,0.02528
TDS,"Telephone and Data Systems, Inc.",27.6,3154051144.4625854,0.82,Communication Services,Telecom Services,,-163.76471,-0.68,0.7699775,0.6178741,8.767,0.0057,1.7439,-0.09312,0.045229997,0.22298999
TDW,Tidewater Inc.,63.21,3347907805.923462,1.125,Energy,Oil & Gas Equipment & Services,21.082508,7.893696,2.71,3.1145632,2.6301596,8.78,,,0.12774,0.22396,0.33396
TDY,Teledyne Technologies Incorporated,443.515,20767740243.89038,1.015,Technology,Scientific & Technical Instruments,24.199678,20.657438,3.81,2.2391982,3.7402415,17.339,,,0.15858,0.18172,0.24173
TEAF,Ecofin Sustainable and Social Impact Term Fund,13.1874,178082517.4267769,,Financial Services,Asset Management,37.714287,,,,,,0.0937,,,,
TECK,Teck Resources Limited,50.4774,25975520338.952026,1.365,Basic Materials,Other Industrial Metals & Mining,24.712872,22.097345,-4.93,0.9781841,1.682658,7.289,0.0075,0.1792,0.0941,0.23857,0.36414
TEF,"Telefónica, S.A.",4.675,26915752824.6084,0.682,Communication Services,Telecom Services,,16.155172,,1.2540237,0.65478647,9.17,0.069,1.1121,-0.01647,0.096049994,0.19038999
TEI,Templeton Emerging Markets Income Fund,5.56,264951330.3056717,0.607,Financial Services,Asset Management,8.611385,,,0.962358,8.47797,,0.1012,0.8692,0.97603995,0.89884,
TEL,TE Connectivity plc,146.71,43803848107.01953,1.323,Technology,Electronic Components,12.950761,17.598051,2.42,3.490673,2.8180552,12.951,0.0176,0.2167,0.21938999,0.18874,0.2333
TEN,Tsakos Energy Navigation Limited,24.41,730632653.9016724,-0.169,Energy,Oil & Gas Midstream,4.3586574,3.2692308,0.49,0.42718393,0.87167,5.487,0.060399998,0.053000003,0.23513001,0.32914,0.47759
TEO,Telecom Argentina S.A.,8.08,3019931776.8302307,0.715,Communication Services,Telecom Services,7.6388884,-7.445454,-0.03,0.0038097873,0.0016490846,5.674,0.0232,,0.25128,-0.030639999,0.23706
TEVA,Teva Pharmaceutical Industries Limited,18.385,20635019563.293457,0.879,Healthcare,Drug Manufacturers—Specialty & Generic,,6.539711,4.64,3.23018,1.289569,8.207,,,-0.02781,0.19621,0.28023002
TEX,Terex Corporation,54.71,3656637253.765869,1.533,Industrials,Farm & Heavy Construction Machinery,7.4616437,9.879311,-0.99,1.9774628,0.7053849,5.77,0.0126,0.0932,0.09547,0.13889,0.13212
TFC,Truist Financial Corporation,43.415,57060754853.82617,1.038,Financial Services,Banks—Regional,,10.788413,1.81,0.9645532,4.0020857,,0.049000002,0.5226,-0.10678001,0.40328,
TFII,TFI International Inc.,136.04,11495955570.629883,,Industrials,Trucking,24.29242,15.650813,1.03,4.145414,1.3960743,12.835,0.0119,0.28030002,0.056700002,0.0916,0.1366
TFPM,Triple Flag Precious Metals Corp.,18.72,3722785656.343628,-0.23,Basic Materials,Other Precious Metals & Mining,,24.878378,,2.1866853,16.930265,72.631,0.0121,1.1528,-0.40625,-1.19852,0.22589001
TFX,Teleflex Incorporated,235.76,11081329122.467041,1.156,Healthcare,Medical Instruments & Supplies,42.24104,15.315464,2.17,2.4341896,3.6933148,20.188,0.0058,0.2433,0.087629996,0.16638,0.20964001
TG,Tredegar Corporation,7.855,269864395.0228214,0.855,Industrials,Metal Fabrication,,7.072072,,1.6540085,0.3856884,10.616,,,-0.10533,0.08409,0.05677
TGI,"Triumph Group, Inc.",15.1,1157586767.5285645,2.492,Industrials,Aerospace & Defense,,18.07229,2.29,,0.9611245,13.323,,,0.42709,0.05751,0.122600004
TGLS,Tecnoglass Inc.,69.435,3293286601.577759,1.865,Basic Materials,Building Materials,22.538462,16.784172,22.87,5.740332,4.0017066,15.469,0.0058,0.1282,0.17974001,0.23279,0.2829
TGNA,TEGNA Inc.,16.345,2709776021.1639404,0.505,Communication Services,Broadcasting,6.6666665,7.9323196,0.52,0.9785522,0.9413358,8.028,0.0304,0.1895,0.15505,0.19978,0.23652
TGS,Transportadora de Gas del Sur S.A.,21.35,3868427655.0632324,0.575,Energy,Oil & Gas Integrated,29.915493,12.306358,,0.009541729,0.0074659623,-0.063,,,0.20138,0.48298,0.49749002
TGT,Target Corporation,149.3382,68778780100.26855,1.238,Consumer Defensive,Discount Stores,15.461303,14.182336,1.92,4.773825,0.64139265,9.228,0.0297,0.45450002,0.04182,0.06644,0.08603
THC,Tenet Healthcare Corporation,157.52,15030638978.485107,2.144,Healthcare,Medical Care Facilities,5.7314277,13.728385,,4.3361554,0.72111666,7.555,,,0.13176,0.13194999,0.18795
THG,"The Hanover Insurance Group, Inc.",150.51,5429760565.238953,0.704,Financial Services,Insurance—Property & Casualty,20.032494,11.180237,0.13,2.1306415,0.8830768,15.489,0.0222,0.44619998,0.04443,0.03898,0.062589996
THO,"THOR Industries, Inc.",109.2362,5801810786.306763,1.661,Consumer Cyclical,Recreational Vehicles,22.095142,16.863003,0.14,1.4189972,0.57445866,9.309,0.018099999,0.38869998,0.02642,0.053239997,0.0698
THQ,Abrdn Healthcare Opportunities Fund,22.05,913568639.5490646,,Financial Services,Asset Management,8.001667,,,,,,0.084300004,,,,
THR,"Thermon Group Holdings, Inc.",27.8,948495325.9475708,1.051,Industrials,Specialty Industrial Machinery,19.451387,12.3938055,1.22,1.9904777,1.8709204,11.123,,,0.09776,0.13762,0.19382
THS,"TreeHouse Foods, Inc.",38.69,2044825465.3152466,0.216,Consumer Defensive,Packaged Foods,,13.003289,1.54,1.320635,0.59688145,12.103,,,-0.00408,0.04578,0.0858
THW,Abrdn World Healthcare Fund,13.09,498709582.5410843,,Financial Services,Asset Management,10.108527,,,,,,0.1288,,,,
TIMB,TIM S.A.,15.035,7422009137.897705,0.446,Communication Services,Telecom Services,13.29646,10.280822,0.64,1.43747,0.30073842,4.758,0.0296,0.91980004,0.12533,0.22171,0.42145002
TISI,"Team, Inc.",20.05,83927280.37582397,1.875,Industrials,Specialty Business Services,,-33.0,,3.5451007,0.10405477,13.003,,,-0.06503,0.04926,0.03871
TIXT,TELUS International (Cda) Inc.,3.78,1013908695.72258,0.69,Technology,Software—Infrastructure,37.1,5.0135136,-0.5,0.49805865,0.3893635,6.074,,,0.02703,0.030669998,0.15728
TJX,"The TJX Companies, Inc.",115.2026,129738879201.76562,0.888,Consumer Cyclical,Apparel Retail,27.857143,25.002174,2.98,16.656761,2.3353071,19.347,0.012999999,0.3323,0.08563,0.105579995,0.12809
TK,Teekay Corporation Ltd.,8.295,764993073.3134766,0.528,Energy,Oil & Gas Midstream,5.312102,19.360464,,0.9287149,0.5676178,2.654,0.101,,0.111770004,0.31350002,0.3584
TKC,Turkcell Iletisim Hizmetleri A.S.,6.345,5560090740.924316,0.669,Communication Services,Telecom Services,10.805085,12.028302,0.6,0.091399156,0.050185826,2.654,0.035,0.1284,0.17576,0.13135,0.17518
TKO,"TKO Group Holdings, Inc.",128.7,10441094288.0354,,Communication Services,Entertainment,,41.275642,27.25,2.6029723,4.102573,32.553,,,-0.00219,0.29953,0.21490999
TKR,The Timken Company,85.0,5926382488.0,1.432,Industrials,Tools & Accessories,17.318367,12.266619,1.95,2.1279905,1.2920072,9.323,0.0159,0.2714,0.07518,0.14565,0.18548
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,19.025,19098123048.494385,0.281,Communication Services,Telecom Services,12.496711,10.558333,1.01,0.014455608,0.0001266854,1.003,0.0555,0.7524,0.15515,0.32184,0.46256
TLYS,"Tilly's, Inc.",4.23,124717306.59246445,1.613,Consumer Cyclical,Apparel Retail,,-15.922693,-0.34,0.98475266,0.20158559,-31.045,,,-0.06646,0.02957,-0.013739999
TM,Toyota Motor Corporation,170.11,224096213374.70703,0.434,Consumer Cyclical,Auto Manufacturers,6.894641,7.4680657,0.46,0.06398449,0.0048447414,3.928,0.0219,0.081199996,0.107080005,0.110530004,0.157
TME,Tencent Music Entertainment Group,11.725,20315640653.9917,0.652,Communication Services,Internet Content & Information,23.7,15.166667,50.84,0.2969885,0.7342064,2.867,0.0116,0.275,0.20365,0.26453,0.24823
TMHC,Taylor Morrison Home Corporation,65.605,6814299826.309204,1.962,Consumer Cyclical,Residential Construction,9.7181015,7.3348317,-1.24,1.2395731,0.9255337,8.447,,,0.09924,0.1399,0.14512
TMO,Thermo Fisher Scientific Inc.,586.47,225003291380.85938,0.777,Healthcare,Diagnostics & Research,36.441414,24.740015,4.01,4.737817,5.303255,23.608,0.0026,0.091800004,0.14689,0.17399,0.25422
TNC,Tennant Company,91.67,1741494728.5430908,0.991,Industrials,Specialty Industrial Machinery,15.834197,14.018349,0.97,2.781638,1.371444,9.875,0.012200001,0.1908,0.08759,0.11843,0.15205
TNET,"TriNet Group, Inc.",91.94,4500355604.205322,1.172,Industrials,Staffing & Employment Services,15.204013,13.578475,2.19,45.15656,0.91670215,12.003,0.011,0.0836,0.063140005,0.06525,0.090579994
TNK,Teekay Tankers Ltd.,53.9,1863214346.7178345,-0.338,Energy,Oil & Gas Midstream,4.224229,3.8643162,-0.27,1.096137,1.5016657,3.144,0.0182,0.0779,0.36043,0.34436,0.39181998
TNL,Travel + Leisure Co.,45.64,3192346821.3272095,1.639,Consumer Cyclical,Travel Services,8.2903805,7.231379,2.55,,0.8336452,10.016,0.044,0.3448,0.113579996,0.19188,0.22664
TOL,"Toll Brothers, Inc.",148.9365,14925883612.609863,1.66,Consumer Cyclical,Residential Construction,10.244131,10.102522,1.44,2.0138445,1.42422,8.262,0.006,0.0608,0.14633,0.18561001,0.20183
TOST,"Toast, Inc.",29.36,16483459957.122803,1.766,Technology,Software—Infrastructure,,104.82143,22.12,12.811001,3.7787004,-169.354,,,-0.03101,0.0072500003,-0.020750001
TPB,"Turning Point Brands, Inc.",44.815,786151776.9207001,0.636,Consumer Defensive,Tobacco,18.651258,14.120253,2.56,4.5698485,1.9571031,10.361,0.0064999997,0.113400005,0.11338,0.21485001,0.23757
TPC,Tutor Perini Corporation,30.03,1597614796.9669342,1.498,Industrials,Engineering & Construction,,17.359999,2.81,,0.3710877,19.235,,,-0.01593,0.0363,0.02538
TPH,"Tri Pointe Homes, Inc.",42.98,4006562342.525482,1.589,Consumer Cyclical,Residential Construction,9.765376,8.619719,-1.08,1.2790002,0.9589892,8.428,,,0.10144,0.13002,0.13274999
TPL,Texas Pacific Land Corporation,1089.12,25019231371.813965,1.623,Energy,Oil & Gas E&P,55.980457,14.969774,2.64,20.852907,37.464455,43.589,0.0044,0.2317,0.6671,0.77388,0.81362
TPR,"Tapestry, Inc.",43.97,10231888929.594727,1.557,Consumer Cyclical,Luxury Goods,12.555715,9.3174095,0.9,3.4835906,1.5337403,8.256,0.0315,0.4,0.122320004,0.16863,0.21440001
TPVG,TriplePoint Venture Growth BDC Corp.,6.675,269480956.92777634,1.801,Financial Services,Asset Management,,5.434758,1.19,0.76174307,2.1503077,,0.1778,8.4706,-0.08106,0.786,
TPX,"Tempur Sealy International, Inc.",48.57,8432395289.990601,1.595,Consumer Cyclical,"Furnishings, Fixtures & Appliances",23.291866,16.718214,2.14,20.49747,1.7355629,15.861,0.0104,0.2297,0.07654,0.13797,0.15183
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",18.68,110352338.54507446,,Financial Services,Asset Management,4.6361384,-1873.0,,,,,0.0934,,,,
TR,"Tootsie Roll Industries, Inc.",29.72,2192518014.6522217,0.166,Consumer Defensive,Confectioners,22.315714,-15.220461,,2.515702,2.9336286,14.974,0.012,0.2644,0.12684,0.11918,0.17962
TRAK,"ReposiTrak, Inc.",19.31,355798950.0,0.784,Technology,Software—Application,67.24138,50.0,2.5,7.5905023,17.20832,56.309,0.0034,0.2224,0.29131,0.2549,0.28846002
TRC,Tejon Ranch Co.,16.33,437884048.95420074,0.58,Industrials,Conglomerates,408.75003,148.63637,55.67,0.93407226,11.107404,-80.319,,,0.0321,-0.63614,-0.1438
